Name,Gender,Honor,URL,Year
"Sabine Senger","female","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=539","2023"
"Daniel Jakopitsch","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=539","2023"
"Markus Wurzer","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=539","2023"
"Oswald Murisciano","male","Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=539","2023"
"Nico Jesenko","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=539","2023"
"Daniel Mischkounig","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=539","2023"
"Martin Lang","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=539","2023"
"Martin Rottmann","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=539","2023"
"Stefan Znidar","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=539","2023"
"Christopher Perkonig","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=539","2023"
"Erich Luschin","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=539","2023"
"Martin Köfer","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=539","2023"
"Jürgen Isop","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=539","2023"
"Egon Ralf Mandl","male","Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=539","2023"
"Rainer Schroth","male","Großes Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=534","2023"
"Karl Naschenweng","male","Kärntner Lorbeer in Gold mit Brillanten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=533","2023"
"Anton Obernosterer","male","Kärntner Lorbeer in Gold mit Brillanten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=533","2023"
"Lydia Schilcher","female","Kärntner Lorbeer in Gold mit Brillanten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=533","2023"
"Annelies Wernitznig","female","Kärntner Lorbeer in Gold","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=533","2023"
"Gertrud Zvonarich","female","Kärntner Lorbeer in Gold","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=533","2023"
"Max Koschu","male","Sportverdienstzeichen","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=533","2023"
"Josef Wilhelm Zernig","male","Sportverdienstzeichen","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=533","2023"
"Franz Meließnig","male","Großes Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=541","2023"
"Valentin Taupe","male","Lorbeer in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=540","2023"
"Josef Hambrusch","male","Lorbeer in Gold mit Brillanten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=540","2023"
"Werner Wintersteiner","male","Großes Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=529","2023"
"Gudrun Kramer","female","Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=529","2023"
"Wilfried Graf","male","Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=529","2023"
"Michael Bachlechner","male","Kärntner Ehrenkreuz für Lebensrettung","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=529","2023"
"Klaus Jäger","male","Kärntner Ehrenkreuz für Lebensrettung","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=529","2023"
"Daniel Lach","male","Kärntner Ehrenkreuz für Lebensrettung","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=529","2023"
"Pascal Primeßnig","male","Kärntner Ehrenkreuz für Lebensrettung","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=529","2023"
"Christoph Walzl","male","Kärntner Ehrenkreuz für Lebensrettung","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=529","2023"
"Gerhard Hatzl","male","Kärntner Ehrenkreuz für Lebensrettung","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=529","2023"
"Andreas Morscher","male","Kärntner Ehrenkreuz für Lebensrettung","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=529","2023"
"Bernhard Rauch","male","Kärntner Ehrenkreuz für Lebensrettung","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=529","2023"
"Bernadette Sprachowitz","female","Dank- und Anerkennungsurkunde","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=529","2023"
"Karlheinz Essl","male","Großes Goldenes Ehrenzeichen des Landes","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=528","2023"
"Agnes Essl","female","Großes Goldenes Ehrenzeichen des Landes","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=528","2023"
"Helmut Konrad","male","Großes Goldenes Ehrenzeichen des Landes","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=528","2023"
"Erich Schwarz","male","Großes Ehrenzeichen des Landes","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=528","2023"
"Renate Freimüller","female","Großes Ehrenzeichen des Landes","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=528","2023"
"Franz Ebner","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=527","2023"
"Manuel Maier","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=527","2023"
"Patrick Steiner","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=527","2023"
"Herbert Thaler","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=527","2023"
"Fredi Unterdorfer","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=527","2023"
"Manuel Oberlassnig","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=527","2023"
"Daniel Sattler","male","Kärntner Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=527","2023"
"Richard Grogger","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=527","2023"
"Patrick Eder","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=527","2023"
"Andreas Plautz","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=527","2023"
"Arno Fleißner","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=527","2023"
"Berndt Holzmann","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=527","2023"
"Dirk Holzmann","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=527","2023"
"Claus Steiner","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=527","2023"
"Clemens Stotter","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=527","2023"
"Clemens Thaler","male","Kärntner Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=527","2023"
"Esad Memic","male","Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=526","2023"
"Werner Molitschnig","male","Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=526","2023"
"Eckart Senitza","male","Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=526","2023"
"Walter Gitschthaler","male","Großes Goldenes Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=524","2023"
"Ilse Gerhardt","female","Großes Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=525","2023"
"Erwin Kropfitsch","male","Großes Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=525","2023"
"Inge Vavra-Aspetsberger","female","Großes Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=525","2023"
"Judith Walker","female","Großes Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=525","2023"
"Johannes Fercher","male","Kärntner Lorbeer in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=520","2023"
"Alois Zenzmaier","male","Kärntner Sportverdienstzeichen in Gold","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=520","2023"
"Josef Plössnig","male","Kärntner Sportverdienstzeichen in Gold","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=520","2023"
"Franz Sturm","male","Großes Goldenes Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=519","2023"
"Michael Stattmann","male","Großes Ehrenzeichen für Verdienste um die Republik Österreich","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=521","2023"
"Gerhard Karl Wurzer","male","Bundes-Ehrenzeichen der Republik Österreich","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=521","2023"
"Ines Zwatz","female","Großes Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=521","2023"
"Reinhold Dottolo","male","Großes Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=521","2023"
"Franz Brunner","male","Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=521","2023"
"Margit Grabner","female","Großes Ehrenzeichen des Landes","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=515","2023"
"Eduard Gojer","male","Kärntner Lorbeer in Gold mit Brillanten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=515","2023"
"Hellmut Schandl","male","Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=514","2023"
"Hans-Jürgen Zettauer","male","Kärntner Lorbeer in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=510","2023"
"Walter Gitschthaler","male","Katastropheneinsatzmedaille in Gold","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=506","2023"
"Chrysanth Ebner","male","Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=509","2023"
"Elisabeth Kornfeind","female","Großes Goldenes Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=505","2023"
"Nikolaus Marschik","male","Großes Goldenes Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=505","2023"
"Gabriele Fenkart","female","Ehrenurkunde des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=500","2023"
"Ernst Primosch","male","Großes Ehrenzeichen des Landes","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=499","2023"
"Walter Gitschthaler","male","Katastrophenschutzmedaille in Gold","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=508","2023"
"Josef Adlmann","male","Großes Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=496","2023"
"Walter Egle","male","Großes Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=496","2023"
"Horst Baumgartner","male","Berufstitel Professor","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=495","2023"
"Alois Spitzer","male","Kärntner Lorbeer in Gold mit Brillanten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=495","2023"
"Johann Oberweger","male","Kärntner Lorbeer in Gold","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=495","2023"
"Silvia Schmerlaib","female","Kärntner Lorbeer in Gold","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=495","2023"
"Adolf Weisch","male","Kärntner Lorbeer in Gold","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=495","2023"
"Ewald Grollitsch","male","Kärntner Lorbeer in Gold","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=495","2023"
"Ingrid Offner","female","Kärntner Lorbeer in Gold","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=495","2023"
"Gerda Madl-Kren","female","Kärntner Lorbeer in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=495","2023"
"Gerald Schlatte","male","Kärntner Lorbeer in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=495","2023"
"Angelika Kirchlehner","female","Kärntner Lorbeer in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=495","2023"
"Karl Huber","male","Kärntner Lorbeer in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=495","2023"
"Hildegard Griesser","female","Anerkennungsurkunde","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=495","2023"
"Helmar Steindl","male","Ehrenzeichen des Landes Kärnten","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=492","2023"
"Alexander Payer","male","Sportleistungsmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=492","2023"
"Sabine Schöffmann","female","Sportleistungsmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=492","2023"
"Arnold Bacher","male","Sportverdienstzeichen in Gold","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=492","2023"
"Alexander Grollitsch","male","Sportverdienstzeichen in Gold","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=492","2023"
"Werner Lebitsch","male","Sportverdienstzeichen in Gold","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=492","2023"
"Wolfgang Smerslak","male","Sportverdienstzeichen in Gold","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=492","2023"
"Gerhard Supanz","male","Sportverdienstzeichen in Gold","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=492","2023"
"Florian Tschinderle","male","Sportverdienstzeichen in Gold","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=492","2023"
"Renate Zurl","female","Sportverdienstzeichen in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=492","2023"
"Anton Stanta","male","Sportverdienstzeichen in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=492","2023"
"Günther Broman","male","Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Alexander Pikalo","male","Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Alfons Kotnik","male","Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Gerfried Lach","male","Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Dieter Sand","male","Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Siegfried Krobath","male","Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Ignaz Gnamusch","male","Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Rainer Grubelnig","male","Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Mario Janko","male","Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Hannes Kienberger","male","Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Patrick Kunzl","male","Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Ricardo Victor Krobath","male","Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Alexander Lojnig","male","Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Hannes Arthur Töfferl","male","Katastropheneinsatzmedaille in Silber","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Jürgen Karpf","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Günter Kriegl","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Johann Schranzer","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Hermann Sorger","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Stefanie Achatz","female","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Christoph Achatz","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Thomas Hipfl","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Gerhard Sicher","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Rene Sicher","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Lukas Wetternig","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Martin Kaimbacher","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Eduard Lorbek","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
"Johann Perchtold","male","Katastropheneinsatzmedaille in Bronze","https://www.ktn.gv.at/Politik/Landesregierung/LH-Dr-Peter-Kaiser/Protokoll/Veranstaltungen-2023?pid=484","2023"
